job_id,start_time,end_time,carbon_footprint
50,2024-11-30 20:18:18.598181,2024-11-30 20:18:53.736555,0.0
51,2024-11-30 20:18:20.603512,2024-11-30 20:18:53.736918,0.0
52,2024-11-30 20:18:53.742427,2024-11-30 20:19:28.541983,0.0
53,2024-11-30 20:18:55.752992,2024-11-30 20:19:28.542505,0.0
54,2024-11-30 20:19:28.553013,2024-11-30 20:20:04.802835,0.0
55,2024-11-30 20:19:30.563011,2024-11-30 20:20:04.803285,0.0
56,2024-11-30 20:19:32.571222,2024-11-30 20:20:04.803498,0.0
57,2024-11-30 20:20:04.808619,2024-11-30 20:20:41.661216,0.0
58,2024-11-30 20:20:06.817209,2024-11-30 20:20:41.661680,0.0
59,2024-11-30 20:20:08.825677,2024-11-30 20:20:41.662081,0.0
60,2024-11-30 20:20:41.666552,2024-11-30 20:21:18.404811,0.0
61,2024-11-30 20:20:43.671166,2024-11-30 20:21:18.405222,0.0
62,2024-11-30 20:20:45.675827,2024-11-30 20:21:18.405457,0.0
63,2024-11-30 20:21:18.411403,2024-11-30 20:21:55.157123,0.0
64,2024-11-30 20:21:20.418795,2024-11-30 20:21:55.157609,0.0
65,2024-11-30 20:21:22.424822,2024-11-30 20:21:55.157963,0.0
66,2024-11-30 20:21:55.163860,2024-11-30 20:26:58.641060,3182.96
67,2024-11-30 20:21:57.167644,2024-11-30 20:26:22.486930,3182.96
68,2024-11-30 20:21:59.172028,2024-11-30 20:26:22.486974,3182.96
69,2024-11-30 20:22:31.309739,2024-11-30 20:23:04.440694,0.0
70,2024-11-30 20:23:04.446370,2024-11-30 20:23:37.414211,0.0
71,2024-11-30 20:23:37.419504,2024-11-30 20:24:10.383810,0.0
72,2024-11-30 20:24:10.389841,2024-11-30 20:24:43.519245,0.0
73,2024-11-30 20:24:43.524268,2024-11-30 20:25:16.597424,0.0
74,2024-11-30 20:25:16.603036,2024-11-30 20:25:49.586055,0.0
75,2024-11-30 20:25:49.592444,2024-11-30 20:26:22.487543,0.0
76,2024-11-30 20:26:22.491780,,3150.19
77,2024-11-30 20:26:24.501017,,3150.19
78,2024-11-30 20:26:26.511082,,3150.19
79,2024-11-30 20:26:58.649639,,0.0
