job_id,start_time,end_time,carbon_footprint
0,2024-11-30 19:53:32.914759,2024-11-30 19:57:15.565124,3006.4
1,2024-11-30 19:53:34.919832,2024-11-30 19:57:15.565333,3006.4
2,2024-11-30 19:53:36.926068,2024-11-30 19:58:27.040701,5007.329999999999
3,2024-11-30 19:53:38.938145,2024-11-30 20:02:06.430894,2885.4599999999996
4,2024-11-30 19:57:15.573812,2024-11-30 19:57:52.361007,0.0
5,2024-11-30 19:57:17.580139,2024-11-30 19:57:52.361372,0.0
6,2024-11-30 19:57:52.366265,2024-11-30 19:58:27.041626,0.0
7,2024-11-30 19:57:54.374752,2024-11-30 19:58:27.042039,0.0
8,2024-11-30 19:58:27.049759,2024-11-30 20:02:38.708859,2885.4599999999996
9,2024-11-30 19:58:29.055841,2024-11-30 20:03:48.965113,3987.829999999999
10,2024-11-30 19:58:31.063394,2024-11-30 20:05:02.519147,3470.0699999999993
11,2024-11-30 20:02:06.442682,2024-11-30 20:02:38.710006,0.0
12,2024-11-30 20:02:38.715535,2024-11-30 20:03:14.161823,0.0
13,2024-11-30 20:02:40.724254,2024-11-30 20:03:14.162245,0.0
14,2024-11-30 20:03:14.169918,2024-11-30 20:03:48.968660,0.0
15,2024-11-30 20:03:16.178221,2024-11-30 20:03:48.969391,0.0
16,2024-11-30 20:03:48.977910,2024-11-30 20:04:25.798312,0.0
17,2024-11-30 20:03:50.991534,2024-11-30 20:04:25.798823,0.0
18,2024-11-30 20:03:53.001351,2024-11-30 20:04:25.799038,0.0
19,2024-11-30 20:04:25.803972,2024-11-30 20:05:02.520363,0.0
20,2024-11-30 20:04:27.809378,2024-11-30 20:05:02.520564,0.0
21,2024-11-30 20:04:29.814707,2024-11-30 20:05:02.520768,0.0
22,2024-11-30 20:05:02.524792,2024-11-30 20:09:15.233890,3232.4000000000005
23,2024-11-30 20:05:04.529942,2024-11-30 20:09:15.233967,3232.4000000000005
24,2024-11-30 20:05:06.539447,2024-11-30 20:11:01.867891,5790.22
25,2024-11-30 20:05:08.549402,2024-11-30 20:13:31.693623,7872.430000000001
26,2024-11-30 20:09:15.245772,2024-11-30 20:09:52.279296,0.0
27,2024-11-30 20:09:17.250698,2024-11-30 20:09:52.279696,0.0
28,2024-11-30 20:09:52.284775,2024-11-30 20:10:27.145159,0.0
29,2024-11-30 20:09:54.291375,2024-11-30 20:10:27.145634,0.0
30,2024-11-30 20:10:27.152532,2024-11-30 20:11:01.869493,0.0
31,2024-11-30 20:10:29.165384,2024-11-30 20:11:01.869837,0.0
32,2024-11-30 20:11:01.874561,2024-11-30 20:11:41.077046,0.0
33,2024-11-30 20:11:03.882294,2024-11-30 20:11:41.077517,0.0
34,2024-11-30 20:11:05.905349,2024-11-30 20:11:41.077782,0.0
35,2024-11-30 20:11:41.083070,2024-11-30 20:12:18.143243,0.0
36,2024-11-30 20:11:43.089128,2024-11-30 20:12:18.143633,0.0
37,2024-11-30 20:11:45.100245,2024-11-30 20:12:18.144171,0.0
38,2024-11-30 20:12:18.154584,2024-11-30 20:12:55.002307,0.0
39,2024-11-30 20:12:20.161337,2024-11-30 20:12:55.002748,0.0
40,2024-11-30 20:12:22.166505,2024-11-30 20:12:55.002997,0.0
41,2024-11-30 20:12:55.008423,2024-11-30 20:13:31.696364,0.0
42,2024-11-30 20:12:57.011873,2024-11-30 20:13:31.697023,0.0
43,2024-11-30 20:12:59.015896,2024-11-30 20:13:31.697400,0.0
44,2024-11-30 20:13:31.708575,2024-11-30 20:17:44.323214,3085.9100000000008
45,2024-11-30 20:13:33.717555,2024-11-30 20:17:44.323332,3085.9100000000008
46,2024-11-30 20:13:35.722211,2024-11-30 20:19:28.540404,4561.910000000001
47,2024-11-30 20:13:37.726963,2024-11-30 20:22:31.302465,6337.665000000003
48,2024-11-30 20:17:44.328470,2024-11-30 20:18:18.592367,0.0
49,2024-11-30 20:17:46.342005,2024-11-30 20:18:18.592778,0.0
