job_id,start_time,end_time,carbon_footprint
30,2024-11-30 19:25:20.045356,2024-11-30 19:25:56.982305,0.0
31,2024-11-30 19:25:22.055574,2024-11-30 19:25:56.982671,0.0
32,2024-11-30 19:25:24.069679,2024-11-30 19:25:56.982939,0.0
33,2024-11-30 19:25:56.989084,2024-11-30 19:26:33.720643,0.0
34,2024-11-30 19:25:59.000048,2024-11-30 19:26:33.721007,0.0
35,2024-11-30 19:26:01.014251,2024-11-30 19:26:33.721476,0.0
36,2024-11-30 19:26:33.726567,2024-11-30 19:27:10.382224,0.0
37,2024-11-30 19:26:35.731917,2024-11-30 19:27:10.382549,0.0
38,2024-11-30 19:26:37.736686,2024-11-30 19:27:10.382779,0.0
39,2024-11-30 19:27:10.387992,2024-11-30 19:27:47.004413,0.0
40,2024-11-30 19:27:12.402798,2024-11-30 19:27:47.004882,0.0
41,2024-11-30 19:27:14.406503,2024-11-30 19:27:47.005956,0.0
42,2024-11-30 19:27:47.015622,2024-11-30 19:31:08.943181,2308.83
43,2024-11-30 19:27:49.032877,2024-11-30 19:31:08.943226,2308.83
44,2024-11-30 19:27:51.039650,2024-11-30 19:33:36.043456,5567.58
45,2024-11-30 19:27:53.053613,2024-11-30 19:28:25.644983,0.0
46,2024-11-30 19:28:25.651464,2024-11-30 19:28:58.397766,0.0
47,2024-11-30 19:28:58.402843,2024-11-30 19:29:31.090794,0.0
48,2024-11-30 19:29:31.096174,2024-11-30 19:30:03.818800,0.0
49,2024-11-30 19:30:03.826291,2024-11-30 19:30:36.410783,0.0
50,2024-11-30 19:30:36.416140,2024-11-30 19:31:08.943996,0.0
51,2024-11-30 19:31:08.948685,2024-11-30 19:31:46.031095,0.0
52,2024-11-30 19:31:10.959974,2024-11-30 19:31:46.031827,0.0
53,2024-11-30 19:31:12.967312,2024-11-30 19:31:46.032057,0.0
54,2024-11-30 19:31:46.036997,2024-11-30 19:32:22.743208,0.0
55,2024-11-30 19:31:48.040564,2024-11-30 19:32:22.743463,0.0
56,2024-11-30 19:31:50.045938,2024-11-30 19:32:22.743620,0.0
57,2024-11-30 19:32:22.748038,2024-11-30 19:32:59.430594,0.0
58,2024-11-30 19:32:24.760380,2024-11-30 19:32:59.430899,0.0
59,2024-11-30 19:32:26.768041,2024-11-30 19:32:59.431138,0.0
60,2024-11-30 19:32:59.435799,2024-11-30 19:33:36.046316,0.0
61,2024-11-30 19:33:01.447919,2024-11-30 19:33:36.046761,0.0
62,2024-11-30 19:33:03.451663,2024-11-30 19:33:36.047084,0.0
63,2024-11-30 19:33:36.057920,2024-11-30 19:36:58.694706,2218.1099999999997
64,2024-11-30 19:33:38.071222,2024-11-30 19:36:58.694776,2218.1099999999997
65,2024-11-30 19:33:40.078890,2024-11-30 19:40:03.482526,5242.44
66,2024-11-30 19:33:42.099959,2024-11-30 19:34:14.829163,0.0
67,2024-11-30 19:34:14.834543,2024-11-30 19:34:47.459031,0.0
68,2024-11-30 19:34:47.464369,2024-11-30 19:35:20.108019,0.0
69,2024-11-30 19:35:20.117061,2024-11-30 19:35:53.118677,0.0
70,2024-11-30 19:35:53.123938,2024-11-30 19:36:25.795894,0.0
71,2024-11-30 19:36:25.801201,2024-11-30 19:36:58.695452,0.0
72,2024-11-30 19:36:58.699849,2024-11-30 19:37:36.238973,0.0
73,2024-11-30 19:37:00.708646,2024-11-30 19:37:36.239641,0.0
74,2024-11-30 19:37:02.726469,2024-11-30 19:37:36.240260,0.0
75,2024-11-30 19:37:36.244901,2024-11-30 19:38:13.508216,0.0
76,2024-11-30 19:37:38.254792,2024-11-30 19:38:13.511478,0.0
77,2024-11-30 19:37:40.264181,2024-11-30 19:38:13.514227,0.0
78,2024-11-30 19:38:13.525436,2024-11-30 19:38:50.244302,0.0
79,2024-11-30 19:38:15.531907,2024-11-30 19:38:50.244637,0.0
80,2024-11-30 19:38:17.540786,2024-11-30 19:38:50.245360,0.0
81,2024-11-30 19:38:50.250244,2024-11-30 19:39:27.125225,0.0
82,2024-11-30 19:38:52.255658,2024-11-30 19:39:27.125679,0.0
83,2024-11-30 19:38:54.261631,2024-11-30 19:39:27.125997,0.0
84,2024-11-30 19:39:27.130143,2024-11-30 19:42:45.935253,2322.4000000000005
85,2024-11-30 19:39:29.136485,2024-11-30 19:42:45.935368,2322.4000000000005
86,2024-11-30 19:39:31.144697,2024-11-30 19:45:06.411148,4688.149999999999
87,2024-11-30 19:40:03.488445,2024-11-30 19:40:36.086610,0.0
88,2024-11-30 19:40:36.091107,2024-11-30 19:41:08.639571,0.0
89,2024-11-30 19:41:08.646743,2024-11-30 19:41:41.107510,0.0
90,2024-11-30 19:41:41.115825,2024-11-30 19:42:13.532495,0.0
91,2024-11-30 19:42:13.538305,2024-11-30 19:42:45.936202,0.0
92,2024-11-30 19:42:45.941555,2024-11-30 19:47:26.806974,4355.855
93,2024-11-30 19:42:47.949503,2024-11-30 19:43:23.106052,0.0
94,2024-11-30 19:42:49.974185,2024-11-30 19:43:23.106894,0.0
95,2024-11-30 19:43:23.111847,2024-11-30 19:43:57.529570,0.0
96,2024-11-30 19:43:25.116562,2024-11-30 19:43:57.529895,0.0
97,2024-11-30 19:43:57.535020,2024-11-30 19:44:31.995071,0.0
98,2024-11-30 19:43:59.539961,2024-11-30 19:44:31.995650,0.0
99,2024-11-30 19:44:31.999808,2024-11-30 19:45:06.412022,0.0
100,2024-11-30 19:44:34.006078,2024-11-30 19:45:06.412416,0.0
101,2024-11-30 19:45:06.417634,2024-11-30 19:50:04.383748,3147.0700000000006
102,2024-11-30 19:45:08.428550,2024-11-30 19:45:43.430719,0.0
103,2024-11-30 19:45:10.438527,2024-11-30 19:45:43.431537,0.0
104,2024-11-30 19:45:43.436887,2024-11-30 19:46:17.864367,0.0
105,2024-11-30 19:45:45.446429,2024-11-30 19:46:17.864713,0.0
106,2024-11-30 19:46:17.869668,2024-11-30 19:46:52.344337,0.0
107,2024-11-30 19:46:19.878948,2024-11-30 19:46:52.344581,0.0
108,2024-11-30 19:46:52.349972,2024-11-30 19:47:26.808697,0.0
109,2024-11-30 19:46:54.356243,2024-11-30 19:47:26.808939,0.0
110,2024-11-30 19:47:26.812016,,450.135
111,2024-11-30 19:47:28.819604,,450.135
112,2024-11-30 19:47:30.823012,,900.27
113,2024-11-30 19:50:04.391889,2024-11-30 19:50:37.156825,0.0
114,2024-11-30 19:50:37.166653,2024-11-30 19:51:09.813420,0.0
115,2024-11-30 19:51:09.819326,,0.0
